ENSG00000127720,0.858328722,0.372899376,0.530203039,NDE
ENSG00000160013,0.721776256,0.408344903,0.462114557,NDE
ENSG00000081307,0.896216847,0.164987517,0.5148356,NDE
ENSG00000167394,0.929219105,0.153031113,0.459051291,NDE
ENSG00000188906,0.233949852,0.343102736,0.568623533,DE
ENSG00000127329,0.356697839,0.22902666,0.539385403,DE
ENSG00000101849,0.459144774,0.150551797,0.511038449,NDE
ENSG00000177096,0.463189386,0.273316054,0.48425164,NDE
ENSG00000172244,0.265233952,0.255596836,0.554326495,DE
ENSG00000182511,0.793906319,0.186888244,0.474241166,NDE
ENSG00000136925,0.66987207,0.155112238,0.529980611,NDE
ENSG00000006283,0.135840236,0.153164902,0.475891257,NDE
ENSG00000135919,0.345762927,0.118568971,0.518664772,DE
ENSG00000100796,0.735033677,0.154811496,0.521042728,NDE
ENSG00000142871,0.324860698,0.115053828,0.491424234,DE
ENSG00000157216,0.462427152,0.140411453,0.466402519,DE
ENSG00000180739,0.203262987,0.144063475,0.473521169,DE
ENSG00000172172,0.38108762,0.20063712,0.575839153,DE
ENSG00000104059,0.165596139,0.168543088,0.479335475,DE
ENSG00000163870,0.987586095,0.140020278,0.470802095,NDE
ENSG00000176845,0.413498514,0.126812427,0.460087574,DE
ENSG00000124562,0.374237283,0.119113856,0.514295246,DE
ENSG00000100479,0.214806692,0.250643938,0.563513025,DE
ENSG00000236370,0.595305894,0.124176027,0.485199463,NDE
ENSG00000143507,0.695390506,0.179632951,0.510037068,NDE
ENSG00000223609,0.215325024,0.272600755,0.516350374,DE
ENSG00000178372,0.181641346,0.210149573,0.449447544,NDE
ENSG00000111218,0.135819673,0.195150732,0.511589759,DE
ENSG00000167244,0.159492854,0.087543083,0.486751309,DE
ENSG00000131437,0.227688188,0.150111973,0.563773567,DE
ENSG00000131724,0.379160859,0.168173664,0.556248193,DE
ENSG00000184497,0.506291072,0.222572254,0.471351706,NDE
ENSG00000122390,0.769570294,0.130598107,0.475931271,NDE
